lat,lon,standard_best_combined_lcow_usd_m3,standard_hydrogel_thickness_mm,simplified_best_combined_lcow_usd_m3,simplified_hydrogel_thickness_mm,lcow_reduction_frac,optimal_design_changed
21.0,-15.0,7.992131618942548,2.939446576557941,7.929283398238773,4.015304394937336,0.007863761972439914,True
21.0,-12.0,10.00926107117197,2.6713012929091993,9.941376697377844,2.6713012929091993,0.006782156376122701,False
21.0,-9.0,10.275400268534893,2.810238817345524,10.202793986198243,2.810238817345524,0.007066029589035458,False
21.0,-6.0,11.967396022796402,2.9079842630911825,11.880483068451499,2.9079842630911825,0.007262478335248959,False
21.0,-3.0,12.157539329419647,3.0154269898059427,12.066657085109753,3.0154269898059427,0.00747538147707001,False
21.0,0.0,12.560997457513986,3.609648320811671,12.452991993529762,3.609648320811671,0.008598478293586072,False
21.0,3.0,12.531371529299822,2.578208562036195,12.448804385154899,2.578208562036195,0.006588835384209224,False
21.0,6.0,12.532782679118316,2.374314230488054,12.45341993000681,2.9021462075917905,0.0063324124532804825,True
21.0,9.0,11.573357244647545,2.729142511607317,11.493489441870457,2.729142511607317,0.006901005567250154,False
21.0,12.0,11.93421193670832,2.6293746430662748,11.854307579862617,2.6293746430662748,0.006695402869453433,False
21.0,15.0,10.84541061460016,3.1267385226277575,10.761980443223779,3.1267385226277575,0.0076926705996790195,False
21.0,18.0,10.06918415291741,2.397124511446186,10.006700716346097,2.397124511446186,0.0062054120395850535,False
21.0,21.0,9.333234387813475,3.082970019413016,9.262230645841091,3.082970019413016,0.007607624433507611,False
21.0,24.0,9.501314807509319,3.1195200318311915,9.428357258293676,3.1195200318311915,0.00767867928741618,False
21.0,27.0,8.72433482420086,2.9525118595065565,8.660160271445182,2.97047195761717,0.007355810391144119,True
21.0,30.0,9.65823878820676,2.897308105485545,9.58830202833222,2.897308105485545,0.007241150421745138,False
21.0,33.0,9.814500455700003,2.9945016929027033,9.74153785904694,2.9945016929027033,0.007434163051129986,False
21.0,36.0,6.094012439536836,2.8678550197349475,6.050244339229962,2.8678550197349475,0.007182148172674302,False
21.0,42.0,7.728763722028816,3.162334027691079,7.667696480885327,3.5374325921083734,0.007901294869376397,True
21.0,45.0,9.72330511772424,3.030278143054923,9.650335957055283,3.030278143054923,0.007504563498264089,False
21.0,48.0,9.227553712026426,3.1399594613036226,9.156333047410623,3.1399594613036226,0.007718260639651394,False
21.0,51.0,8.048147273043845,3.0455547823292464,7.98750834836982,3.0455547823292464,0.007534519761725409,False
21.0,54.0,7.1578897276539015,3.092483242743803,7.103302568034856,3.092483242743803,0.007626152636600816,False
21.0,57.0,5.382671812352088,3.8499213303917106,5.334076805374191,3.8499213303917106,0.009028045675454684,False
21.0,75.0,5.599996289102847,2.5208394374083976,5.563394642972715,2.6179133186943324,0.006536012568679115,True
21.0,78.0,5.420055958279048,2.7399100091624353,5.382532780305365,2.7399100091624353,0.006923024090990619,False
21.0,81.0,5.476861158851523,2.6458888769136655,5.440003883885434,2.6458888769136655,0.006729634711758389,False
21.0,84.0,5.279270265313692,2.5420168500212514,5.2448864311215715,2.5420168500212514,0.00651298995204552,False
21.0,87.0,4.560786373961732,2.3143415871068274,4.532725843224414,2.410462246959887,0.006152564149358141,True
21.0,93.0,4.709181778144605,2.1663341555565223,4.682329539990504,2.1663341555565223,0.005702102704703919,False
21.0,96.0,5.058338147070996,2.6388130541230104,5.024371521781638,2.6388130541230104,0.0067149771924652065,False
21.0,99.0,4.787631317727261,2.324238536190471,4.758674447398533,2.324238536190471,0.006048266544983966,False
21.0,102.0,5.5415705089096905,2.2061445058383,5.509379083571951,2.221893310123633,0.005809079806163655,True
21.0,105.0,5.462627414876813,1.8504451454834223,5.4353952663266965,1.8504451454834223,0.004985174071354985,False
